id,name,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence,popularity,category_name
0wZMPhztIsuwSjCo6OalWe,"Zdes' khorosho ('How Fair This Spot'), Op. 21, No. 7",0.986,0.254,119426,0.0176,0.935,9.0,0.0418,-29.087,1.0,0.0431,87.033,4.0,0.0637,59,relax
66UcoWnZPHQUJwpRRywYFm,Gift,0.0869,0.83,235750,0.873,0.0173,1.0,0.0888,-7.47,1.0,0.0779,148.073,4.0,0.897,43,active
25dFcH5EsCJLMSmFDDJLT3,Mercury,0.0214,0.78,225346,0.986,0.851,7.0,0.12,-3.446,1.0,0.0594,130.007,4.0,0.397,64,active
3HoHBzUrwYNbzXGKfHIRAT,TALIBANA,0.118,0.886,158053,0.567,0.0,9.0,0.118,-10.684,1.0,0.189,123.018,4.0,0.473,75,active
5zISA7K9TUDOxVGnLHYbGT,Scorpionfish,0.598,0.631,208213,0.566,0.124,8.0,0.105,-10.794,1.0,0.0289,119.986,4.0,0.688,46,relax
1HHnQYqcnlnE9q7LGFFGFj,Off Of My Mind,0.128,0.798,164739,0.752,0.0362,1.0,0.0795,-5.947,1.0,0.227,125.996,4.0,0.565,65,active
07AbRgKmb5KfppwtZbZqDI,Slipping Away,0.42,0.693,235506,0.547,0.141,11.0,0.102,-9.02,0.0,0.041,77.968,4.0,0.774,69,relax
1Rq4GtIucW9CAcF8B6PAbW,I Serve the Base,0.011,0.636,190893,0.57,0.00204,1.0,0.0677,-5.973,1.0,0.0571,168.202,4.0,0.0883,78,active
0gGV5b1xukai7PntTpPFBR,Sunsets,0.873,0.144,164400,0.0101,0.95,5.0,0.101,-33.89,1.0,0.0468,140.317,4.0,0.035,68,relax
58UKC45GPNTflCN6nwCUeF,Fancy Like,0.111,0.647,161853,0.765,0.0,1.0,0.315,-6.459,1.0,0.06,79.994,4.0,0.855,78,relax
4W4kAu3nU0Zp8WH7owpjbn,Sunrise,0.992,0.411,121500,0.00955,0.936,0.0,0.0864,-31.943,1.0,0.0462,130.965,3.0,0.223,63,relax
7lxN82DVKPmdfPzEXR9ODa,Tarhatazed,0.0109,0.227,447083,0.697,0.899,8.0,0.09,-9.733,1.0,0.0415,108.952,4.0,0.21,41,relax
4BxMHyOM33CNbExjurjAut,Everyone's Crushed,0.00347,0.802,241000,0.603,0.872,0.0,0.22,-8.48,1.0,0.148,148.031,3.0,0.766,41,relax
5GQJzWw5YclV02UQzbJuQh,Gayrı,0.341,0.591,212372,0.607,0.0,4.0,0.139,-9.027,0.0,0.0427,101.186,4.0,0.591,60,relax
4H9BRNgZ8Zt4O12FGwdnoV,Rooftop,0.027,0.777,199440,0.691,0.0711,6.0,0.0976,-6.226,1.0,0.0382,117.01,4.0,0.846,36,relax
4mMUP5bUF4hHT3NKYU3cBC,Leaves and Light,0.995,0.304,140000,0.153,0.935,10.0,0.0821,-19.201,1.0,0.0434,207.081,3.0,0.292,42,relax
4ImVHwW75uD99O4UHVdYTW,Şimdi Değilse Ne Zaman?,0.0784,0.812,177999,0.326,0.00967,1.0,0.111,-12.353,1.0,0.0773,120.014,4.0,0.144,53,relax
69wzXH2xyoQCaMydQ45rUt,With My Friends,0.0155,0.631,146706,0.942,2.31e-06,4.0,0.0931,-2.98,1.0,0.0373,124.944,4.0,0.451,63,active
6v7JG4Mo82oURJ6eG64swN,Uçurum,0.437,0.737,184000,0.634,6.31e-05,7.0,0.0799,-7.719,1.0,0.0505,120.012,3.0,0.216,48,active
6QvGC8d8dZLjYRYXlyTZ4l,Vivendi,0.951,0.253,133096,0.112,0.958,4.0,0.0999,-27.8,0.0,0.0302,135.52,1.0,0.325,47,active
1t9DiWigmaTTP4B5JHVtDH,Makinam Rus,0.316,0.67,145102,0.749,0.0,11.0,0.196,-9.571,0.0,0.226,98.016,4.0,0.603,56,active
49PVLfVWEizWsLLJxq7KvU,Sıkıntı Stres,0.369,0.789,118500,0.384,0.0,8.0,0.0914,-12.245,1.0,0.562,139.969,4.0,0.452,46,active
2e2yKavdT6WQzzMHwNtPFa,In The Yuma (feat. Aatig),0.000394,0.846,156215,0.891,0.803,1.0,0.124,-4.902,0.0,0.0652,126.029,4.0,0.94,72,active
1NkI8DtCnjcWVCVLF0gB71,The Batman,0.5,0.209,407533,0.152,0.903,10.0,0.103,-16.519,0.0,0.0324,80.136,4.0,0.0482,61,relax
7iL4ZEt5ReMuK61ADBznCw,Hello,0.613,0.812,145057,0.469,1.99e-06,2.0,0.186,-11.16,0.0,0.36,101.965,4.0,0.656,70,active
1hCTxutVVYvggAQcUUUZAT,Put A Little Love On Me,0.678,0.584,224585,0.465,0.0,10.0,0.106,-4.88,1.0,0.0262,95.969,4.0,0.299,67,active
6BQrmjAgPfPTwILoFEK3Hd,I Wish you Roses,0.143,0.467,225947,0.624,0.000899,10.0,0.145,-8.511,0.0,0.0508,141.889,4.0,0.31,71,active
2XEpcueU61mZb1tGp3v6pv,Panzehir,0.453,0.616,223979,0.486,0.00416,0.0,0.383,-9.376,1.0,0.0282,99.955,4.0,0.289,38,relax
5K2v1JImuLCGEF6xs64QWV,Hani Bana,0.00435,0.715,227545,0.757,0.0,5.0,0.113,-8.218,0.0,0.0338,123.972,4.0,0.861,53,active
53eJFr4Mfbw5PXJ01K6cFw,Daughter - Remastered,0.00746,0.615,234333,0.702,0.00431,7.0,0.0608,-9.686,1.0,0.0278,96.987,4.0,0.734,72,relax
4NfGgVjYu5xqBLYAFdw7F0,Deeper,0.0326,0.634,214455,0.651,0.0,4.0,0.102,-5.102,1.0,0.0268,101.026,4.0,0.182,64,active
6qgwX7o1fYLwbikNrddmFo,Heart Attack - Rock Version,0.000552,0.403,239011,0.928,0.0,8.0,0.336,-3.061,1.0,0.275,174.132,4.0,0.397,71,active
11SEKnYpFCFRXnUap3Cso2,All In A Dream,0.112,0.705,230015,0.524,0.26,2.0,0.109,-9.776,0.0,0.032,119.987,4.0,0.219,61,relax
2FymmKBuog0loCuNXMwQID,Ready to love,0.0274,0.668,186760,0.705,0.0,9.0,0.215,-5.731,0.0,0.0356,129.984,4.0,0.549,71,active
3hQCHzkE5oSA3F1xM8bpcM,Hustlin',0.0848,0.502,254093,0.652,0.0,9.0,0.0675,-7.224,1.0,0.3,136.08,4.0,0.648,72,relax
1T7fTFxkosqEF8AZzDvm6I,Can’t Fight The Feeling,0.00861,0.878,171428,0.882,2.39e-05,1.0,0.201,-4.143,0.0,0.223,125.98,4.0,0.64,65,active
28BhahBC2qOpui6ryXoCev,Anachronic,0.988,0.137,168000,0.00512,0.885,0.0,0.0969,-36.106,1.0,0.0389,142.216,1.0,0.0347,67,relax
0yeUQzN4ym60kmeiga9XSZ,Worship The Whip,0.00138,0.449,181540,0.894,0.000117,11.0,0.152,-4.326,0.0,0.149,160.079,4.0,0.587,44,active
276HXUxlxWcRkavtERQpru,An Evening Scene,0.992,0.297,144625,0.0344,0.936,4.0,0.0928,-28.247,1.0,0.0285,78.829,4.0,0.255,40,relax
0oeVHAgY8Q7Mdce5Quj2G4,ILLELLA,0.00359,0.523,166053,0.83,0.0,11.0,0.0806,-2.089,1.0,0.167,173.931,4.0,0.812,68,active
6ws54n2IzyrIxxyzlG2bVJ,Right On,0.0245,0.535,213975,0.618,0.0,2.0,0.103,-5.668,1.0,0.382,165.991,4.0,0.211,72,active
63irPUP3xB74fHdw1Aw9zR,MANIAC,0.154,0.581,182757,0.8,0.0,1.0,0.0697,-2.613,1.0,0.411,119.872,5.0,0.709,80,active
6DkDlro1m7qqktqpePSWwM,Fragile,0.00609,0.87,454008,0.55,0.818,11.0,0.0945,-8.978,0.0,0.0641,120.009,4.0,0.138,42,active
11PO9iu6PtpgL1JK4QNUEJ,Dinle Beni Bi',0.56,0.558,144906,0.68,0.905,9.0,0.107,-9.301,0.0,0.0476,91.967,4.0,0.542,74,relax
3lbo5NWbt8k2xqncCsMB7q,Toivoa,0.994,0.207,121732,0.09,0.914,3.0,0.107,-29.657,1.0,0.0387,155.213,4.0,0.276,57,active
5yAu4njFSdM47dfsTkQPZ2,Runnin' Down A Dream,0.000596,0.471,261812,0.956,0.62,9.0,0.624,-6.371,1.0,0.0403,169.798,4.0,0.715,74,relax
2Yer0p7uB2lVBUAtANuuQp,Magic In The Hamptons (feat. Lil Yachty),0.66,0.769,164640,0.479,0.0,1.0,0.0914,-5.339,1.0,0.0385,96.051,4.0,0.803,77,relax
4Fq3qHR4wU4U93uUbqaiPT,Bir Eşin Yok,0.0314,0.639,262970,0.907,0.000149,7.0,0.0837,-5.915,0.0,0.0423,130.025,4.0,0.892,43,active
6X8EAUvhh5URYz04eYoKEW,YE,0.000405,0.74,131142,0.757,0.0,9.0,0.113,-5.255,1.0,0.0748,140.058,4.0,0.105,59,active
5sIHhx9IOpQ7ggv16wLsWZ,ARASAN DA,0.425,0.742,191709,0.832,0.242,10.0,0.108,-6.812,1.0,0.156,105.978,4.0,0.441,68,active
2WVAI8qLBdZlJUhdpNcXCQ,Bayamón,0.696,0.74,180949,0.632,0.00801,0.0,0.114,-4.838,1.0,0.0617,170.2,4.0,0.64,63,relax
4f0i8ligJspqXf8qeAV1sS,Make My Day (with David Guetta),0.059,0.799,135253,0.688,0.0,10.0,0.0966,-7.153,0.0,0.251,109.732,4.0,0.567,68,active
2pGssbIFjKOrwdABwZ9nCK,Miss Americana (prod. by Mark Neve),0.25,0.702,149741,0.84,0.0,4.0,0.127,-4.581,0.0,0.0542,116.028,4.0,0.513,0,active
3xZwZ9yujCluOe5mlDzD7r,One And The Same,0.99,0.185,157484,0.004,0.906,5.0,0.0962,-39.265,1.0,0.0409,66.542,5.0,0.0917,67,relax
6mRD8NhzaNFuM8yl98tZWI,Quiet Clouds (Rain),0.994,0.0892,165338,1.0,0.771,11.0,0.967,-23.079,0.0,0.0394,87.898,4.0,1e-05,58,relax
2iU9lxQ5XbDn1TVYVl2ciQ,Positive Reaction,0.982,0.0831,190500,0.00171,0.905,2.0,0.0869,-46.049,1.0,0.041,78.466,4.0,0.105,64,active
0bdNsriJUCQUX4w1LbMKxp,Jendayi,0.00117,0.795,391511,0.568,0.904,7.0,0.0708,-10.582,1.0,0.0598,109.006,4.0,0.0439,40,active
1ZJ0XGP5Y6YxomaOu9BUqQ,Hiç Unutma,0.362,0.44,171074,0.617,0.0,7.0,0.0729,-9.298,0.0,0.0533,160.114,4.0,0.513,53,active
3Obq1XTegJy7ISrAA9VjQk,Bonita,0.275,0.776,138855,0.752,0.0,5.0,0.156,-4.79,1.0,0.0795,100.087,4.0,0.647,68,active
4uUG5RXrOk84mYEfFvj3cK,I'm Good (Blue),0.00383,0.561,175238,0.965,7.07e-06,7.0,0.371,-3.673,0.0,0.0343,128.04,4.0,0.304,95,active
6LcohoK0fNKrXXRaraVFsH,Beni Bağışla,0.0204,0.779,194999,0.602,0.0001,7.0,0.0561,-8.929,0.0,0.0572,92.017,4.0,0.494,61,active
5Qmij5UGOb1k2MC8DrAGgW,Wrapped in Gold,0.0162,0.529,237643,0.976,0.159,11.0,0.113,-3.314,0.0,0.04,142.098,4.0,0.64,28,active
1g6cnSGhFUyP3XIJ1Jku1f,Vogelgezwitscher,0.69,0.327,176100,0.168,0.947,10.0,0.209,-37.602,0.0,0.665,81.85,4.0,0.481,47,relax
0ByMNEPAPpOR5H69DVrTNy,Don't Stop The Music,0.0336,0.835,267080,0.669,6.92e-05,6.0,0.0535,-5.582,0.0,0.0643,122.668,4.0,0.542,83,relax
29LpCEcWnk9lFfzR2o3YVW,Off Wiv Ya Headz,0.0116,0.555,206694,0.984,0.586,8.0,0.54,-2.772,0.0,0.135,164.989,4.0,0.337,65,active
54FEr0qrTnmTsXoYsVwlJf,the simmer down,0.229,0.727,111000,0.344,0.942,10.0,0.111,-7.618,0.0,0.107,79.987,4.0,0.25,41,relax
1uUqPjsPhymf3TkWfbrMzR,Yalancı Bahar - Nostalgia Sessions,0.43,0.363,172010,0.435,0.0,5.0,0.451,-13.529,0.0,0.0315,78.097,4.0,0.587,59,active
4eqf8fb5whUuu2QNjccmpB,Jouer Avec Moi,0.0309,0.742,291562,0.863,0.867,7.0,0.109,-7.349,1.0,0.0609,134.995,4.0,0.0544,47,active
0KpWiHVmIFDTvai20likX4,drunk text,0.286,0.382,187263,0.401,0.0,0.0,0.0851,-8.955,1.0,0.0851,185.636,3.0,0.145,78,relax
5Apvsk0suoivI1H8CmBglv,Almost (Sweet Music),0.0215,0.523,217480,0.687,2.86e-06,7.0,0.203,-5.601,1.0,0.105,90.036,4.0,0.711,74,active
01j2SBoRQWzrcHmsycw415,SMT,0.12,0.878,197600,0.513,0.0139,10.0,0.0966,-7.721,0.0,0.104,107.015,4.0,0.541,41,relax
5GiAMmiFKP3iLlZ0qirBKf,Cuffed,0.00104,0.429,173000,0.763,0.217,11.0,0.126,-8.559,1.0,0.0587,97.427,4.0,0.465,24,active
1WpPnQE7d2UUrs2AmFurP3,Mayolye - Original Single Version,0.431,0.675,229977,0.893,0.0547,4.0,0.233,-9.252,0.0,0.0631,124.303,4.0,0.937,16,relax
50ZFpw2wS6ERvLmW8TINhq,Beg for You (feat. Rina Sawayama),0.223,0.788,168053,0.945,2.97e-06,9.0,0.115,-5.091,1.0,0.0599,128.036,4.0,0.466,68,active
66W1rVTnEv86dIkFhoiElg,Secrets,0.0412,0.848,176766,0.768,0.000785,6.0,0.195,-5.386,0.0,0.0373,118.961,4.0,0.777,73,active
32hpq6FjVS2QrE5Z0q8Ffa,Alabora - Foxall Pale Blue Remix,0.442,0.77,470335,0.478,0.679,2.0,0.616,-10.603,0.0,0.0475,108.014,3.0,0.454,43,active
0ErxiJ2ZCsf89qZeSRqiXB,Timeless,0.0286,0.645,244581,0.937,0.351,5.0,0.114,-6.893,1.0,0.0717,120.026,4.0,0.2,28,relax
1YppIIqosw9LCxN7OZFMmn,No Deal,0.0314,0.863,112104,0.47,2e-06,1.0,0.269,-12.867,1.0,0.176,104.968,4.0,0.404,34,active
4JhIPAByniczJfLqJvqn9Y,Still I Wait,0.965,0.565,229866,0.261,0.046,7.0,0.103,-13.98,1.0,0.0302,137.763,4.0,0.271,52,relax
2ZGFYsDWwjU0BBvVAw6js9,The Lily - Piano Version,0.992,0.435,116960,0.00889,0.941,7.0,0.121,-33.986,1.0,0.046,110.307,3.0,0.29,60,relax
4G3dZN9o3o2X4VKwt4CLts,Passin' Me By,0.0903,0.759,303493,0.756,2.36e-06,4.0,0.265,-8.145,0.0,0.266,87.059,4.0,0.613,72,active
2MbdDtCv5LUVjYy9RuGTgC,"WHATS POPPIN (feat. DaBaby, Tory Lanez & Lil Wayne) - Remix",0.0631,0.904,227478,0.723,0.0,11.0,0.185,-5.224,0.0,0.26,145.013,4.0,0.835,76,active
38qUvMP0z6Xn7aPrvpurit,Break Away,0.027,0.764,186548,0.746,0.919,10.0,0.128,-7.95,0.0,0.0446,122.892,4.0,0.816,42,relax
7DYB52sRKxgh8N1wU3NFMp,Actually Her,0.76,0.224,192560,0.198,0.966,2.0,0.0896,-19.533,0.0,0.0376,129.98,3.0,0.0974,41,relax
3rGe3ed1wHvPNgAlwNO686,Swimming Alone,0.493,0.572,220275,0.493,4.48e-06,2.0,0.0817,-6.859,1.0,0.0295,160.067,4.0,0.171,50,relax
1NjQZi2ajwmJsfnimLr41I,More Than Enough,0.26,0.648,151462,0.531,0.000897,2.0,0.12,-5.886,0.0,0.0345,143.008,4.0,0.253,57,active
2RUhtNBh43RtSg0WBPPq3m,Naive,0.0688,0.547,203506,0.816,0.0,8.0,0.127,-6.165,0.0,0.0624,102.765,4.0,0.722,66,relax
4fDodwdZ1LBDL2I2WCnUMY,"Tsar Saltan, Op. 57: Flight of the Bumblebee",0.977,0.458,84266,0.11,0.903,9.0,0.359,-22.234,0.0,0.0309,83.43,4.0,0.481,44,relax
54zeWeNKZHaNYKY2lHY1gY,Suite No. 1 in C Major: II. Spagnoletta,0.969,0.451,179613,0.028,0.000289,0.0,0.0479,-18.508,1.0,0.0429,111.874,4.0,0.477,39,relax
3YbtjYddK11NTDdUpC4nGp,Oxygen,0.0744,0.68,225394,0.878,0.0,8.0,0.137,-3.923,0.0,0.0554,169.987,4.0,0.769,66,relax
3EMp20j5E42MxfFbsEsIvD,Churchill Downs (feat. Drake),0.615,0.71,309327,0.522,0.0,11.0,0.11,-9.102,1.0,0.36,96.448,4.0,0.37,75,active
06UkYE0SZ3Y8zGRFOuWGAe,It's Always You - Vocal Version,0.923,0.499,215466,0.0341,5.27e-05,8.0,0.131,-22.31,1.0,0.0417,81.735,4.0,0.31,61,active
5YvYKEQEYJp4orh4z3Dnpk,Sacrificial,0.0686,0.552,182000,0.564,0.0131,7.0,0.34,-5.941,1.0,0.0415,164.952,4.0,0.321,54,active
10gnTF3jj1awFsRNUKjWHg,Motosikletli Kız,0.00189,0.495,247720,0.969,0.0,4.0,0.225,-3.376,0.0,0.103,179.729,4.0,0.621,45,active
7o60oOsQGf3tpFrU2r6vVX,Lose Traction,0.836,0.596,110433,0.121,0.862,6.0,0.111,-21.015,0.0,0.0307,112.132,4.0,0.154,57,relax
3Cry7dR7x1o9pVj0mABbKs,"Puccini: Tosca, Act 2: 'Vissi d'arte, vissi d'amore' (Tosca)",0.988,0.185,198693,0.187,0.0773,3.0,0.113,-12.744,1.0,0.0373,81.566,4.0,0.0727,31,relax
6Thn8AOHIwPCkf2O4ZgfC2,Song for Zula,0.734,0.486,370200,0.623,0.536,4.0,0.0509,-8.264,1.0,0.0358,86.007,4.0,0.525,64,relax
60ynsPSSKe6O3sfwRnIBRf,Streets,0.21,0.749,226986,0.463,0.0382,11.0,0.338,-8.433,1.0,0.0842,90.035,4.0,0.189,84,active
0sPSHm2B6ECdQaBz4LWj7H,Forever,0.000141,0.798,329101,0.601,0.914,4.0,0.0544,-8.769,0.0,0.0608,129.002,4.0,0.631,23,active
5UowxN23FGcjucbVrnpIOE,The Vase,0.179,0.676,653839,0.372,0.945,7.0,0.109,-19.051,1.0,0.0352,120.005,4.0,0.416,29,active
62PwrwqemhBCzMU5lDOnuq,Over the Rainbow,0.889,0.245,292093,0.239,0.00114,3.0,0.21,-12.549,1.0,0.0331,115.056,5.0,0.129,48,active
6UsDf89sHDBewBBw7hc0Qc,MTG - REBOLA NO MEU C4RALHO,0.301,0.95,207692,0.914,0.0119,2.0,0.109,-3.873,0.0,0.255,130.086,4.0,0.124,73,active
7Kc0hr8PIKtv3N60HCRjc4,eski dosta mektup,0.246,0.666,170946,0.62,5.09e-05,5.0,0.251,-7.7,0.0,0.0737,79.989,4.0,0.722,32,relax
0z1b34WikhOH9ZxU8QDWcv,One Headlight,0.000655,0.701,312626,0.539,0.005,2.0,0.0589,-8.968,1.0,0.0277,107.531,4.0,0.752,75,relax
68gOBP9twtrWZUOlwt6wZ6,Stay In Yesterday,0.993,0.403,155000,0.0344,0.953,10.0,0.103,-29.611,1.0,0.0599,67.416,4.0,0.303,55,relax
5uM7vIssqMbDXsUsHh49js,Calming White Noise Frequencies,0.938,0.206,242750,0.413,0.42,10.0,0.1,-34.652,0.0,0.0523,68.844,4.0,0.0307,62,relax
5VIMpwICCfIUv4noTcES9d,Moonlight,0.0408,0.604,416323,0.65,0.809,8.0,0.107,-9.846,0.0,0.037,116.717,4.0,0.0401,53,relax
3iHzKA9HlXf5wsGdsrsnSA,Forget Me,0.318,0.664,203666,0.76,0.0,1.0,0.34,-3.769,0.0,0.0448,101.987,4.0,0.7,83,relax
1YxvFceNvcykNq2QAHpn6m,Acımam,0.332,0.818,125804,0.541,0.151,6.0,0.0971,-9.048,0.0,0.0573,115.017,4.0,0.263,31,relax
3rqRU3VbcETPMK2zKDedmt,"Christmas Oratorio, BWV 248: X. Sinfonia (Arr. Anna Saradjian)",0.995,0.499,157400,0.059,0.89,7.0,0.0889,-20.969,1.0,0.0546,82.472,4.0,0.171,21,relax
6l4wMAXzI8RxIysQMYZY0w,How I Could Just Kill a Man,0.000722,0.769,252240,0.675,0.000149,6.0,0.0904,-13.326,1.0,0.0724,101.884,4.0,0.803,65,active
4ZYAU4A2YBtlNdqOUtc7T2,Red Ruby Da Sleeze,0.115,0.696,214445,0.733,0.0,1.0,0.111,-6.181,1.0,0.256,98.355,4.0,0.292,82,active
7BEWCZV2lGvR5IjieCqTTK,Relaxing Rainscape,0.586,0.0775,151576,0.998,0.493,2.0,0.388,-18.74,1.0,0.0602,170.822,5.0,1e-05,43,relax
3sNVsP50132BTNlImLx70i,Bound 2,0.145,0.367,229146,0.665,0.0,1.0,0.113,-2.821,1.0,0.0465,148.913,4.0,0.31,87,active
6UvgVaHDtycFqUM1LPxhxu,Unstoppable - Slowed & Reverb,0.14,0.523,252750,0.787,0.00104,10.0,0.168,-5.358,0.0,0.0629,149.769,4.0,0.236,55,relax
6gnjE8oBkosBIEZroEjq4I,american jesus,0.317,0.653,168899,0.431,0.0,9.0,0.234,-7.375,0.0,0.0363,94.898,4.0,0.429,73,active
2W08tDSfh59v7bw7v3Jani,Missing Harmony,0.983,0.428,221748,0.005,0.959,3.0,0.122,-24.99,1.0,0.0709,70.97,3.0,0.104,40,active
3NM41PVVUr0ceootKAtkAj,As the World Caves In,0.369,0.327,218754,0.449,0.00444,10.0,0.22,-5.362,1.0,0.034,123.969,4.0,0.179,72,active
735ZwANdwn0p2aSsFrqK3u,Remembrance,0.994,0.5,148535,0.00274,0.942,4.0,0.081,-29.875,0.0,0.0528,130.444,4.0,0.581,36,relax
0okYvXKPqzZpj3iZrJH6JK,DACIA,0.0431,0.92,129929,0.491,2.57e-06,8.0,0.0618,-8.274,1.0,0.18,97.016,4.0,0.679,71,active
5xpFAhYwM5ITYFEW5y5BER,Got It Bad,0.0855,0.482,178804,0.661,0.0,10.0,0.365,-1.981,0.0,0.122,168.01,4.0,0.451,44,active
5sSoBock1ZOkM6srpxQaLG,Dreamy Brown Noise,0.124,0.114,183500,0.0861,0.243,1.0,0.112,-37.856,1.0,0.154,95.195,3.0,0.0663,64,relax
02xryujVOT8wOxSxCfGG9M,Nobody Gets Me,0.877,0.417,245000,0.324,0.558,7.0,0.156,-7.131,1.0,0.0311,107.872,3.0,0.246,63,active
4lCwll0aDIchTg9qd7njC4,Black Water Whales,0.908,0.157,174000,0.0741,0.964,1.0,0.0995,-38.078,1.0,0.0786,132.752,4.0,0.0676,40,relax
4IDK0f5LqdadZDSPhstlHb,Bia Bia,0.00345,0.317,216640,0.71,0.00108,4.0,0.318,-6.715,0.0,0.0411,164.598,3.0,0.827,37,relax
3IxXxslxS3jXhPyPrEEDhn,Ferry In Rain Stockholm,0.00321,0.118,237251,0.772,0.361,0.0,0.913,-23.152,1.0,0.053,95.988,3.0,0.0266,56,relax
2FTBInREYJGey4EH9addw0,"Winterreise, D.911: 1. Gute Nacht",0.991,0.371,318773,0.0262,8.17e-05,0.0,0.0851,-27.316,0.0,0.0323,108.275,4.0,0.113,23,relax
4bPJW9pNtuvMujHnbxEN1g,dreamers,0.98,0.632,153000,0.274,0.864,7.0,0.092,-18.533,1.0,0.119,79.997,4.0,0.361,54,relax
29snI08I9CoJuHhSFI682u,GLOCK,0.226,0.724,169195,0.784,0.000464,1.0,0.134,-7.67,1.0,0.253,142.947,4.0,0.433,45,relax
5xfujtIVvNc4ieq441J8NJ,"Bach: Arioso (Arr. Cortot After Harpsichord Concerto No. 5 in F Minor, BWV 1056)",0.995,0.412,174383,0.0145,0.936,8.0,0.0901,-30.382,1.0,0.0481,133.196,4.0,0.147,52,relax
4OUAPh56ulVaZxJjh4JviP,In a Movie,0.858,0.311,160441,0.115,0.892,0.0,0.105,-17.157,1.0,0.0336,82.449,5.0,0.0419,53,relax
0eApLaETrhVEHZnKBbCw8I,"Triple Concerto in C Major, Op. 56: 2. Largo - attacca - Live at Philharmonie, Berlin / 2019",0.787,0.148,316743,0.0978,0.755,8.0,0.145,-22.617,1.0,0.0407,89.658,4.0,0.039,39,relax
0Ui05Ov0s4PnRc4JI3Pilg,My Favourite Game,4.78e-05,0.586,220467,0.777,0.00147,5.0,0.0729,-6.185,0.0,0.0303,143.339,4.0,0.424,72,relax
0rlcL9H8ZJUEDQ3N0tmTZf,ONE NATION UNDERDOGS,0.000431,0.539,212459,0.977,0.0,6.0,0.356,-2.556,0.0,0.218,122.046,4.0,0.48,60,active
2OTRqsDes7OYRRwbF2JXsa,Lie Again,0.406,0.576,182439,0.36,0.000103,7.0,0.161,-9.321,1.0,0.0352,126.836,3.0,0.166,70,active
2HXixVqzzm9rEUIMAWzshl,I Hate Myself for Loving You,0.0847,0.611,246800,0.882,1.08e-06,9.0,0.192,-11.225,1.0,0.0538,117.932,4.0,0.605,71,active
0ydPwnqqLcnUkJpZ7tfYiu,Falling In Love With Love,0.992,0.311,178020,0.0389,0.919,10.0,0.095,-27.02,1.0,0.0335,90.528,3.0,0.0522,54,relax
7Btod71e87vQVXjGi6yUbU,"The Nutcracker, Op. 71, TH.14 / Act 2: No. 12e Dance of the Reed Pipes",0.927,0.404,133800,0.123,0.962,2.0,0.213,-26.939,1.0,0.0379,143.024,4.0,0.345,47,relax
25UqWy5pedkjFuGUt2vKJG,Jetski,0.0405,0.615,195675,0.694,0.0,7.0,0.292,-5.973,1.0,0.0299,110.998,4.0,0.579,45,relax
22YAuxChtTHX8D9so4i5R5,Not All Men - From 'Women Talking' Soundtrack,0.954,0.251,209624,0.103,0.803,9.0,0.087,-17.899,0.0,0.0483,128.157,4.0,0.0529,31,relax
0uTLzVMQGqKX6D39mgAwj7,Boş Koltuk,0.398,0.673,174726,0.684,0.0,3.0,0.168,-7.129,0.0,0.0689,128.019,4.0,0.43,26,active
5HSQJnJ9Y2yjI9Y2oX6sgl,The Prince That Was Promised,0.845,0.22,274271,0.0694,0.723,9.0,0.0899,-22.182,0.0,0.0361,60.274,4.0,0.0384,55,relax
75ls0gurX68lUmMjE7QcsE,all the kids are depressed,0.836,0.773,169973,0.437,2.42e-05,9.0,0.544,-8.281,1.0,0.0963,103.861,4.0,0.707,75,active
5Idsz8GnYXpkMLQOnhlOrl,"The English Dance Master, Vol. 1: Parson's farewell",0.797,0.466,111733,0.045,0.00144,5.0,0.54,-22.661,1.0,0.0308,79.924,4.0,0.498,45,relax
4lhzlzuGyI8IA4GnWvPGqW,Loststar,0.00145,0.52,166208,0.66,5.95e-06,7.0,0.251,-9.479,1.0,0.0337,156.05,4.0,0.338,27,active
6s38qYrzCcjicnzBuMYwrB,Conspiracy Charges,0.131,0.574,162741,0.646,0.0,5.0,0.12,-10.383,1.0,0.251,89.976,4.0,0.597,56,relax
7B3obFgv2Rw688A1nusXik,Three Little Foxes,0.984,0.429,113624,0.0594,0.945,3.0,0.108,-22.448,1.0,0.0375,66.403,4.0,0.536,63,relax
1JwNYCTj60VuK5WK18PkTb,The Luck You Had,0.129,0.123,264306,0.599,0.936,4.0,0.0914,-7.301,1.0,0.0366,82.39,4.0,0.148,43,active
0GKgNNWdTt8UUeGqGkRQJq,Reach - Will Clarke Remix,0.00951,0.594,225375,0.915,0.000169,8.0,0.0552,-6.763,0.0,0.0628,129.986,4.0,0.87,34,active
42et6fnHCw1HIPSrdPprMl,Semi-Charmed Life,0.00832,0.64,268360,0.864,0.0,7.0,0.123,-6.576,1.0,0.0314,102.026,4.0,0.701,78,relax
2cSGSva8VOo6BLmpWbeZ9s,Güzel Ne Güzel Olmuşsun,0.81,0.6,757185,0.231,0.281,4.0,0.0888,-16.096,1.0,0.0395,122.144,4.0,0.0391,35,relax
1ckU1EhAO0Nr73QYw24SWJ,My Love Is Your Love,0.0561,0.77,261573,0.475,4.72e-06,7.0,0.0607,-9.512,1.0,0.159,82.511,4.0,0.473,71,relax
